"","Name","Longitude","Latitude","Population"
"4406","Oil City, Pennsylvania",-79.7035,41.4282,14513
"4407","La Quinta, California",-116.2785,33.6537,40956
"4408","Pleasant Hill, California",-122.0759,37.954,34853
"4409","Pomona, California",-117.7625,34.0585,152494
"4410","Oakdale, California",-120.8463,37.762,22564
"4411","Upland, California",-117.6603,34.1178,76684
"4412","Riverbank, California",-120.9406,37.7269,24389
"4413","Industry, California",-117.9268,34.0175,205
"4414","Amador City, California",-120.8236,38.4189,191
"4415","Brea, California",-117.8654,33.9255,42471
"4416","San Jacinto, California",-116.9915,33.797,47413
"4417","Redding, California",-122.365,40.5698,120288
"4418","Exeter, California",-119.1459,36.294,10506
"4419","Hercules, California",-122.2564,38.0064,25360
"4420","Moorpark, California",-118.877,34.2855,36481
"4421","Windsor, California",-122.8086,38.5417,27555
"4422","El Monte, California",-118.0291,34.0739,115807
"4423","Calistoga, California",-122.5825,38.5817,5311
"4424","Sebastopol, California",-122.8277,38.4001,7678
"4425","Clearlake, California",-122.6331,38.959,15737
"4426","Burbank, California",-118.3234,34.188,104447
"4427","Rancho Santa Margarita, California",-117.5989,33.6318,48969
"4428","Manhattan Beach, California",-118.3972,33.8895,35741
"4429","Rolling Hills, California",-118.3471,33.76,1887
"4430","Vernon, California",-118.2106,34.0019,113
"4431","Corning, California",-122.182,39.9282,8409
"4432","Maywood, California",-118.1877,33.9885,27633
"4433","La Habra Heights, California",-117.9509,33.9603,5411
"4434","East Palo Alto, California",-122.1347,37.4671,29684
"4435","Del Mar, California",-117.2627,32.9633,4365
"4436","Lakewood, California",-118.1222,33.8471,81138
"4437","Irvine, California",-117.7738,33.6772,266122
"4438","Nevada City, California",-121.0231,39.2608,3145
"4439","Norco, California",-117.55,33.9253,26714
"4440","Rocklin, California",-121.2491,38.8078,62787
"4441","Salinas, California",-121.6316,36.6881,193126
"4442","Newark, California",-122.0312,37.5204,45810
"4443","Apple Valley, California",-117.2102,34.5329,72553
"4444","Bell Gardens, California",-118.155,33.9663,42806
"4445","Lodi, California",-121.2933,38.1218,71515
"4446","Montague, California",-122.5302,41.7275,1399
"4447","Foster City, California",-122.2659,37.5553,34175
"4448","Vallejo, California",-122.2359,38.1134,172697
"4449","Indio, California",-116.2347,33.7346,402166
"4450","Tiburon, California",-122.4636,37.8853,9176
"4451","Hesperia, California",-117.3144,34.3974,93724
"4452","Azusa, California",-117.9124,34.1386,49628
"4453","Big Bear Lake, California",-116.8955,34.243,5235
"4454","Emeryville, California",-122.2932,37.8382,11671
"4455","Hollister, California",-121.3981,36.8564,45496
"4456","Sand City, California",-121.8478,36.6189,383
"4457","Buellton, California",-120.1943,34.6152,5095
"4458","Waterford, California",-120.7553,37.643,9539
"4459","Cathedral City, California",-116.4662,33.8363,54056
"4460","Buena Park, California",-118.0046,33.8572,83156
"4461","Trinidad, California",-124.1434,41.0589,359
"4462","Lakeport, California",-122.9218,39.0392,16649
"4463","Williams, California",-122.1373,39.1489,5251
"4464","El Segundo, California",-118.4021,33.9169,16893
"4465","Los Altos, California",-122.0965,37.3685,30561
"4466","Bakersfield, California",-119.0354,35.3528,567585
"4467","San Bernardino, California",-117.2936,34.1412,216239
"4468","Encinitas, California",-117.2613,33.0492,63131
"4469","Loomis, California",-121.1955,38.8093,6767
"4470","Santa Fe Springs, California",-118.0625,33.933,18027
"4471","Paradise, California",-121.6063,39.7558,35163
"4472","American Canyon, California",-122.2583,38.1798,20452
"4473","El Centro, California",-115.5578,32.7873,111733
"4474","Whittier, California",-118.0188,33.9678,86883
"4475","Duarte, California",-117.9505,34.1609,21801
"4476","Sanger, California",-119.5575,36.6993,27413
"4477","Chula Vista, California",-117.0144,32.6281,267172
"4478","Mammoth Lakes, California",-118.99,37.6273,7469
"4479","Jackson, California",-120.7724,38.3485,7297
"4480","Adelanto, California",-117.4411,34.5868,33391
"4481","Fort Jones, California",-122.841,41.6085,688
"4482","Twentynine Palms, California",-116.0655,34.1484,13410
"4483","Cupertino, California",-122.0465,37.3167,60643
"4484","Palm Springs, California",-116.538,33.8012,47689
"4485","Fullerton, California",-117.9279,33.8841,140721
"4486","Lompoc, California",-120.4714,34.6617,53062
"4487","Victorville, California",-117.3537,34.5277,346449
"4488","Crescent City, California",-124.1902,41.7728,16558
"4489","Anaheim, California",-117.8572,33.839,351043
"4490","Coronado, California",-117.16,32.664,25952
"4491","Wasco, California",-119.3673,35.5938,26337
"4492","Fillmore, California",-118.9181,34.3989,15692
"4493","Delano, California",-119.2637,35.767,54030
"4494","Campbell, California",-121.9543,37.2803,40939
"4495","Lynwood, California",-118.2017,33.924,71187
"4496","Palm Desert, California",-116.3696,33.7378,52231
"4497","Temecula, California",-117.1315,33.4928,113054
"4498","Irwindale, California",-117.9637,34.1121,1434
"4499","Los Gatos, California",-121.9564,37.2307,30545
"4500","Mendota, California",-120.3777,36.7555,11621
"4501","Newman, California",-121.0208,37.3156,11122
"4502","San Anselmo, California",-122.5699,37.9821,12599
"4503","Kerman, California",-120.0625,36.7249,14533
"4504","Laguna Woods, California",-117.7299,33.6099,16272
"4505","Westmorland, California",-115.6223,33.0389,2269
"4506","Hidden Hills, California",-118.6612,34.1637,1925
"4507","Menlo Park, California",-122.1662,37.4689,33888
"4508","Corona, California",-117.5642,33.8623,166785
"4509","Walnut Creek, California",-122.0398,37.9025,69122
"4510","Fresno, California",-119.7933,36.7834,690895
"4511","Pasadena, California",-118.1389,34.1598,142059
"4512","San Marcos, California",-117.1743,33.135,95261
"4513","Milpitas, California",-121.8921,37.4338,77528
"4514","Hillsborough, California",-122.3587,37.5573,11431
"4515","National City, California",-117.0983,32.6654,61147
"4516","Piedmont, California",-122.2301,37.8226,11353
"4517","Malibu, California",-118.7845,34.0368,12879
"4518","Los Alamitos, California",-118.0594,33.7972,11636
"4519","Hawaiian Gardens, California",-118.0728,33.8303,14473
"4520","Arcadia, California",-118.0373,34.1342,58523
"4521","Yreka, California",-122.6312,41.7292,7433
"4522","Gustine, California",-120.9948,37.2545,5817
"4523","Fairfield, California",-122.0319,38.2593,145665
"4524","Firebaugh, California",-120.4536,36.8533,8015
"4525","Calexico, California",-115.4944,32.6849,40232
"4526","Porterville, California",-119.0332,36.0636,76512
"4527","Mission Viejo, California",-117.655,33.6095,602851
"4528","Pleasanton, California",-121.8805,37.666,82270
"4529","Vista, California",-117.2386,33.1895,101659
"4530","Mount Shasta, California",-122.315,41.3206,7513
"4531","Carson, California",-118.2559,33.8374,92797
"4532","Tracy, California",-121.4447,37.7254,94277
"4533","Gardena, California",-118.3073,33.8944,60048
"4534","Palo Alto, California",-122.1465,37.3917,67024
"4535","Lomita, California",-118.3175,33.7934,20693
"4536","Chino Hills, California",-117.7254,33.9508,78822
"4537","Pacifica, California",-122.4781,37.6112,39062
"4538","Signal Hill, California",-118.1681,33.8029,11649
"4539","Santa Maria, California",-120.4433,34.9334,139270
"4540","Wildomar, California",-117.2582,33.6173,36042
"4541","Laguna Beach, California",-117.7613,33.5449,23190
"4542","Santa Barbara, California",-119.7202,34.4285,203655
"4543","Fort Bragg, California",-123.8033,39.4416,10368
"4544","Temple City, California",-118.0579,34.1022,36365
"4545","Orange, California",-117.8219,33.8038,140504
"4546","Lake Elsinore, California",-117.3346,33.6847,64205
"4547","Portola Valley, California",-122.2203,37.3713,4597
"4548","Sunnyvale, California",-122.0261,37.3846,152771
"4549","San Bruno, California",-122.4313,37.6254,42957
"4550","Watsonville, California",-121.7706,36.9206,77266
"4551","Calabasas, California",-118.6689,34.1375,24176
"4552","Monterey Park, California",-118.1325,34.0497,61075
"4553","San Rafael, California",-122.5222,37.9905,58954
"4554","Costa Mesa, California",-117.9135,33.6667,112822
"4555","Roseville, California",-121.3164,38.7683,132671
"4556","Livermore, California",-121.7607,37.6863,89840
"4557","Desert Hot Springs, California",-116.543,33.955,43327
"4558","Coachella, California",-116.1451,33.691,44953
"4559","Sierra Madre, California",-118.0504,34.1687,11057
"4560","Sausalito, California",-122.4932,37.8581,7125
"4561","Hughson, California",-120.8661,37.6026,7417
"4562","Ceres, California",-120.9624,37.5954,48278
"4563","Holtville, California",-115.3779,32.8129,7449
"4564","Turlock, California",-120.8588,37.5053,106100
"4565","Cypress, California",-118.0386,33.8171,48906
"4566","Blythe, California",-114.6177,33.6219,12267
"4567","Ukiah, California",-123.2101,39.1461,29352
"4568","Eureka, California",-124.1568,40.7941,45091
"4569","Pittsburg, California",-121.897,38.019,70679
"4570","Red Bluff, California",-122.2414,40.1734,18540
"4571","Gilroy, California",-121.5843,37.0048,111004
"4572","Maricopa, California",-119.4054,35.0516,1183
"4573","San Marino, California",-118.1132,34.1224,13365
"4574","Huntington Park, California",-118.2167,33.98,58879
"4575","Rosemead, California",-118.0823,34.0688,54500
"4576","Colusa, California",-122.0095,39.2049,6751
"4577","Parlier, California",-119.5436,36.6082,15174
"4578","Commerce, California",-118.1519,33.9963,12973
"4579","Arcata, California",-124.0754,40.862,33757
"4580","Yucaipa, California",-117.0426,34.0335,53309
"4581","Norwalk, California",-118.0829,33.9069,106178
"4582","Ontario, California",-117.6064,34.0393,173212
"4583","San Carlos, California",-122.268,37.4982,29797
"4584","Burlingame, California",-122.367,37.586,30301
"4585","Reedley, California",-119.4473,36.5988,48897
"4586","Fortuna, California",-124.1417,40.5855,13299
"4587","Concord, California",-122.0016,37.9722,649437
"4588","Scotts Valley, California",-122.0118,37.0555,11928
"4589","Atwater, California",-120.5981,37.3543,29270
"4590","Torrance, California",-118.3417,33.8346,147195
"4591","Rio Dell, California",-124.1105,40.5024,4127
"4592","Tulelake, California",-121.4751,41.9533,991
"4593","Antioch, California",-121.7958,37.9789,300780
"4594","Elk Grove, California",-121.3841,38.416,169743
"4595","South Gate, California",-118.1926,33.9448,95538
"4596","Moraga, California",-122.1225,37.8438,17416
"4597","Glendora, California",-117.8466,34.1449,51851
"4598","Ridgecrest, California",-117.6619,35.631,32377
"4599","Laguna Niguel, California",-117.705,33.5275,65328
"4600","Sacramento, California",-121.4683,38.5666,1830061
"4601","Lemoore, California",-119.7983,36.296,25785
"4602","Colma, California",-122.4526,37.6767,1510
"4603","Seaside, California",-121.8191,36.6224,118670
"4604","Los Banos, California",-120.8405,37.0631,37584
"4605","Folsom, California",-121.1476,38.6751,77271
"4606","Fontana, California",-117.4599,34.0967,209665
"4607","Cloverdale, California",-123.0152,38.796,9360
"4608","Imperial Beach, California",-117.1184,32.5687,27418
"4609","Lemon Grove, California",-117.0344,32.7331,26860
"4610","Daly City, California",-122.4684,37.6863,106472
"4611","Orinda, California",-122.179,37.8808,19470
"4612","Riverside, California",-117.3949,33.9382,2065627
"4613","Brawley, California",-115.53,32.9787,26231
"4614","El Cajon, California",-116.9604,32.8017,103768
"4615","Millbrae, California",-122.4024,37.5994,22661
"4616","Pacific Grove, California",-121.9255,36.6192,15624
"4617","Merced, California",-120.4779,37.3057,143272
"4618","Murrieta, California",-117.1909,33.572,476630
"4619","Ojai, California",-119.2469,34.4487,7585
"4620","Rialto, California",-117.3885,34.1128,103314
"4621","Wheatland, California",-121.4283,39.0073,3759
"4622","Woodland, California",-121.75,38.6712,59117
"4623","Santa Rosa, California",-122.7059,38.4465,321699
"4624","Marysville, California",-121.5835,39.1518,12249
"4625","Palmdale, California",-118.1058,34.5945,157356
"4626","Saratoga, California",-122.0254,37.2685,30767
"4627","West Covina, California",-117.9112,34.0555,107847
"4628","Belmont, California",-122.2955,37.5154,27081
"4629","Long Beach, California",-118.161,33.8059,470130
"4630","Santee, California",-116.9848,32.8555,57834
"4631","Walnut, California",-117.8593,34.0334,30047
"4632","Madera, California",-120.0803,36.964,82278
"4633","Benicia, California",-122.1542,38.0704,28174
"4634","Atherton, California",-122.2032,37.4539,7207
"4635","Brentwood, California",-121.719,37.9356,60532
"4636","Sutter Creek, California",-120.8112,38.3827,2516
"4637","South Pasadena, California",-118.1573,34.1103,25913
"4638","Sonora, California",-120.3828,37.9819,27799
"4639","Monrovia, California",-117.9921,34.165,37126
"4640","Rolling Hills Estates, California",-118.3508,33.7783,8231
"4641","Aliso Viejo, California",-117.729,33.5792,51424
"4642","Weed, California",-122.3815,41.4127,2654
"4643","Santa Cruz, California",-122.0346,36.9788,176037
"4644","Vacaville, California",-121.9686,38.3592,99059
"4645","Dunsmuir, California",-122.2714,41.2318,1579
"4646","Artesia, California",-118.0806,33.8676,16874
"4647","Stockton, California",-121.3111,37.9766,390117
"4648","San Juan Capistrano, California",-117.6544,33.5009,36276
"4649","Lancaster, California",-118.1753,34.6934,348760
"4650","San Gabriel, California",-118.099,34.0948,40404
"4651","Simi Valley, California",-118.749,34.2663,127308
"4652","Bradbury, California",-117.9684,34.1535,1079
"4653","Avalon, California",-118.3317,33.3338,3690
"4654","Dorris, California",-121.9205,41.9644,905
"4655","San Dimas, California",-117.8089,34.1082,34338
"4656","Plymouth, California",-120.845,38.478,971
"4657","Arvin, California",-118.8306,35.1944,21380
"4658","Corte Madera, California",-122.5129,37.9238,9858
"4659","Alameda, California",-122.2673,37.767,78906
"4660","Fremont, California",-121.987,37.5256,233136
"4661","Fowler, California",-119.6738,36.6247,6348
"4662","Calipatria, California",-115.5058,33.1488,7526
"4663","Beaumont, California",-116.976,33.9052,45349
"4664","Santa Monica, California",-118.4813,34.0232,92478
"4665","San Fernando, California",-118.4363,34.2886,24717
"4666","Camarillo, California",-119.0325,34.223,74152
"4667","Susanville, California",-120.6129,40.4206,8506
"4668","Solana Beach, California",-117.2575,32.9946,13449
"4669","Fountain Valley, California",-117.9514,33.7105,56529
"4670","Rancho Cordova, California",-121.2521,38.5739,72326
"4671","South San Francisco, California",-122.4197,37.6537,66980
"4672","Richmond, California",-122.339,37.9477,109813
"4673","Guadalupe, California",-120.5735,34.9608,7321
"4674","Escalon, California",-120.9981,37.7911,7548
"4675","Belvedere, California",-122.4662,37.8735,2122
"4676","Cotati, California",-122.7092,38.3278,7455
"4677","Barstow, California",-117.0464,34.8655,30503
"4678","La Palma, California",-118.0407,33.8504,15774
"4679","Hermosa Beach, California",-118.3966,33.8654,19789
"4680","Shasta Lake, California",-122.3775,40.679,10162
"4681","Willows, California",-122.1992,39.5147,7240
"4682","Greenfield, California",-121.245,36.3232,17557
"4683","Point Arena, California",-123.6956,38.9123,452
"4684","Paramount, California",-118.1651,33.8976,54909
"4685","Compton, California",-118.2275,33.893,97550
"4686","Petaluma, California",-122.6267,38.2423,66940
"4687","San Juan Bautista, California",-121.5384,36.8457,1975
"4688","Chowchilla, California",-120.2349,37.1095,11536
"4689","Yorba Linda, California",-117.7714,33.889,68235
"4690","Westlake Village, California",-118.8056,34.1458,NA
"4691","Dixon, California",-121.825,38.4466,19906
"4692","Loma Linda, California",-117.2504,34.0448,24129
"4693","Pinole, California",-122.2834,37.9931,19293
"4694","Menifee, California",-117.1849,33.6909,88531
"4695","San Joaquin, California",-120.1898,36.6056,4005
"4696","Ross, California",-122.5615,37.9638,2467
"4697","Hawthorne, California",-118.3476,33.9147,88031
"4698","Carpinteria, California",-119.5117,34.3961,13684
"4699","Ripon, California",-121.1305,37.7415,15463
"4700","Redwood City, California",-122.2251,37.5026,84950
"4701","Del Rey Oaks, California",-121.8381,36.5929,1684
"4702","Eastvale, California",-117.5803,33.9617,61151
"4703","Rancho Palos Verdes, California",-118.3636,33.7554,42435
"4704","Selma, California",-119.6156,36.5743,44292
"4705","Alhambra, California",-118.1355,34.084,85474
"4706","Escondido, California",-117.0721,33.1349,151613
"4707","Carmel-by-the-Sea, California",-121.9222,36.5528,3891
"4708","Morgan Hill, California",-121.641,37.1324,44155
"4709","Laguna Hills, California",-117.6992,33.592,31509
"4710","Yountville, California",-122.3669,38.3956,3010
"4711","Cudahy, California",-118.183,33.9631,24098
"4712","Colfax, California",-120.9533,39.0938,3209
"4713","Gridley, California",-121.6972,39.3622,8396
"4714","El Cerrito, California",-122.3025,37.9197,25400
"4715","Dublin, California",-121.8962,37.7161,59583
"4716","Santa Clarita, California",-118.5036,34.4119,266958
"4717","Huron, California",-120.0961,36.204,6941
"4718","Manteca, California",-121.2271,37.7938,95797
"4719","San Francisco, California",-122.4429,37.7561,3548847
"4720","Woodside, California",-122.259,37.4221,5551
"4721","Alturas, California",-120.5491,41.4911,2611
"4722","Tustin, California",-117.8106,33.7309,80395
"4723","Santa Ana, California",-117.8819,33.7366,334217
"4724","Fairfax, California",-122.595,37.9884,7598
"4725","Moreno Valley, California",-117.2045,33.9244,205499
"4726","Downey, California",-118.1312,33.9379,113267
"4727","Healdsburg, California",-122.8651,38.6229,11827
"4728","Oakley, California",-121.6951,37.9929,40622
"4729","San Clemente, California",-117.6103,33.4498,65309
"4730","Half Moon Bay, California",-122.4383,37.4687,23223
"4731","Mill Valley, California",-122.5421,37.9085,14350
"4732","Hemet, California",-116.9946,33.7352,175066
"4733","Hanford, California",-119.6539,36.326,90515
"4734","Glendale, California",-118.2468,34.1818,200831
"4735","Blue Lake, California",-123.9931,40.8813,1265
"4736","Albany, California",-122.3018,37.8898,19688
"4737","West Sacramento, California",-121.5504,38.5556,52981
"4738","Live Oak, California",-121.6624,39.2788,8961
"4739","Berkeley, California",-122.276,37.8723,121240
"4740","Marina, California",-121.7894,36.6812,21688
"4741","Los Altos Hills, California",-122.1391,37.3672,8501
"4742","San Luis Obispo, California",-120.6689,35.2671,62391
"4743","Napa, California",-122.3011,38.2982,87733
"4744","Baldwin Park, California",-117.972,34.0829,76464
"4745","Winters, California",-121.9781,38.532,7637
"4746","Davis, California",-121.7365,38.5552,75553
"4747","La Habra, California",-117.9513,33.9278,61664
"4748","Lafayette, California",-122.1188,37.8919,26103
"4749","Rancho Cucamonga, California",-117.5662,34.1246,176534
"4750","Indian Wells, California",-116.3396,33.7036,5345
"4751","Newport Beach, California",-117.8669,33.6151,86688
"4752","Bell, California",-118.1798,33.9801,35864
"4753","Goleta, California",-119.8597,34.436,30850
"4754","Grover Beach, California",-120.6199,35.1205,13641
"4755","Willits, California",-123.3494,39.405,8026
"4756","Culver City, California",-118.3968,34.0058,39364
"4757","Citrus Heights, California",-121.288,38.6948,87432
"4758","Pismo Beach, California",-120.6506,35.1492,8198
"4759","Taft, California",-119.4242,35.1267,15060
"4760","Covina, California",-117.8817,34.0903,48549
"4761","Oakland, California",-122.2165,37.7903,420005
"4762","West Hollywood, California",-118.3718,34.0883,36698
"4763","Monte Sereno, California",-121.9881,37.2405,3554
"4764","Capitola, California",-121.9539,36.9772,10180
"4765","Chico, California",-121.816,39.7568,104302
"4766","Brisbane, California",-122.4019,37.6898,4693
"4767","Biggs, California",-121.7102,39.4133,1701
"4768","Diamond Bar, California",-117.8161,33.9992,56793
"4769","Garden Grove, California",-117.9601,33.7787,174858
"4770","Bellflower, California",-118.1271,33.888,77790
"4771","San Mateo, California",-122.3122,37.5522,103959
"4772","Oceanside, California",-117.3083,33.2247,175464
"4773","San Diego, California",-117.1225,32.8312,3181172
